#Id	Names	Type	Con	RA	Dec	Mag	Size	Sep	PA	Class	Distance	Notes
NGC 6026	NGC 6026	PN	Lup	16h 01m 24s	-34° 32' 00"	12.5	50"					ring-shape
NGC 6027	NGC 6027	Gal	Ser	15h 59m 12s	20° 45' 00"	12.4	2.2'					Seyfert's Sextet, mag14.5 - 17 (Hickson 79)
NGC 6118	NGC 6118	Gal	Ser	16h 21m 48s	-02° 17' 00"	11.5	4.3' x 1.3'					sp Blinking Galaxy elus near mag 6
NGC 613	NGC 613	Gal	Scl	01h 34m 18s	-29° 25' 00"	10.2	4' x 2'					Bsp slightly elongated
NGC 6140	NGC 6140	Gal	Dra	16h 21m 00s	65° 23' 00"	11.3	6.3' x 4.6'			SBc/P	61mly	
NGC 6144	NGC 6144	GCl	Sco	16h 27m 12s	-26° 01' 00"	9.0	7.4'			XI	33kly	
NGC 615	NGC 615	Gal	Cet	01h 35m 06s	-07° 20' 00"	11.6	4'					sp small elusive
NGC 6153	NGC 6153	PN	Sco	16h 31m 30s	-40° 15' 00"	10.9	28" x 21"					ring-shape
NGC 6207	NGC 6207	Gal	Her	16h 43m 06s	36° 50' 00"	11.6	3' x 1.2'			Sc	63mly	Small, elongated spiral near M13, IC4617 in-between, very faint
NGC 6210	NGC 6210/Turtle Nebula	PN	Her	16h 44m 30s	23° 48' 00"	9.7	19.8" x 13.2"			2(3b)	5.65kly	! very starlike blue planetary; mag 11.7 central star
NGC 6217	NGC 6217	Gal	UMi	16h 32m 36s	78° 12' 00"	11.5	1.8' x 1.2'					sp faint sl oval elusive  arms
NGC 6229	NGC 6229/Prize Comet Globular Cluster	GCl	Her	15h 46m 59s	47° 31' 36"	9.9	1" x 55"					Looks like a planetary neb at low power
NGC 6231	NGC 6231	OCl	Sco	16h 54m 00s	-41° 48' 00"	2.6	15'					100 stars, mags 7 - 13, nebulosity involved, mag8.6 OC Tr24, 1 degree north, 200 stars, 40'
NGC 6235	NGC 6235	GCl	Oph	16h 53m 24s	-22° 11' 00"	10.4	1.9'					faint no distinct nucleus diff.
NGC 6242	NGC 6242	OCl	Sco	16h 55m 30s	-39° 28' 00"	6.4	9'			I 3 m	3.9kly	23 stars
NGC 6281	NGC 6281/Moth Wing Cluster	OCl	Sco	17h 04m 48s	-37° 53' 00"	5.4	8'			II 2 p n	1.83kly	70 stars
NGC 6284	NGC 6284	GCl	Oph	17h 04m 30s	-24° 46' 00"	8.9	6.2'			IX	49.9kly	
NGC 6287	NGC 6287	GCl	Oph	17h 05m 12s	-22° 42' 00"	9.9	1.7'					circular brt nucleus no resolve
NGC 6293	NGC 6293	GCl	Oph	17h 10m 12s	-26° 34' 00"	9.5	1.9'					easy circular small brt nucleus
NGC 6302	NGC 6302/Bug Nebular/Butterfly Nebula	PN	Sco	17h 13m 42s	-37° 06' 00"	9.6	72" x 30"			6	3.8kly	!
NGC 6304	NGC 6304	GCl	Oph	17h 45m 30s	-29° 28' 00"	9.8	1.6'					circular brt nucleus no resolve
NGC 6309	NGC 6309/The Box Nebula/The Shoeprint Nebula/The Exclamation Mark	PN	Oph	17h 14m 06s	-12° 55' 00"	11.6	19.8" x 10.2"			3b(6)	11kly	! the Box Nebula, m14 central star
NGC 6316	NGC 6316	GCl	Oph	17h 16m 36s	-28° 08' 00"	8.1	5.4'			III	33.9kly	
NGC 6337	NGC 6337	PN	Sco	17h 22m 18s	-38° 29' 00"	10.0	38" x 28"					the Cheerio, m14.8 central star
NGC 6342	NGC 6342	GCl	Oph	17h 21m 12s	-19° 35' 00"	10.0	30"					small faint central area brt
NGC 6355	NGC 6355	GCl	Oph	17h 24m 00s	-26° 21' 00"	10.5	1'					circular elus extremely faint
NGC 6356	NGC 6356	GCl	Oph	17h 23m 36s	-17° 49' 00"	8.2	10'			II	49.2kly	
NGC 6366	NGC 6366	GCl	Oph	17h 27m 44s	-05° 04' 36"	8.9	8.3'			o		
NGC 6369	NGC 6369/Little Ghost Nebula	PN	Oph	17h 29m 18s	-23° 46' 00"	11.0	30" x 28.8"			4(2)	3.5kly	!! round, annular nebula, blue-green disk. look for NGC 6309 nearby
NGC 637	NGC 637	OCl	Cas	01h 43m 06s	64° 02' 00"	8.2	3'			I 3 p	7.045kly	55 stars
NGC 6383	NGC 6383/NGC 6374	OCl	Sco	17h 34m 42s	-32° 35' 00"	5.5	20'			IV 3 p n	4.25kly	40 stars
NGC 6384	NGC 6384	Gal	Oph	17h 32m 24s	07° 04' 00"	10.6	5' x 3'					Sb - elongated, faint spiral structure
NGC 6400	NGC 6400/Phantom Cluster	OCl	Sco	17h 40m 12s	-36° 58' 00"	8.8	12'			II 2 m	3.1kly	60 stars
NGC 6401	NGC 6401	GCl	Oph	17h 38m 36s	-23° 55' 00"	11.0	1'					brt circular no resolution
NGC 6404	NGC 6404	OCl	Sco	17h 39m 36s	-33° 14' 00"	10.6	6'			III 3 m	5.95kly	50 stars
NGC 6426	NGC 6426	GCl	Oph	17h 44m 54s	03° 00' 00"	11.5	1.3'					faint elus resembles a nebula
NGC 6440	NGC 6440	GCl	Sgr	17h 48m 54s	-20° 22' 00"	9.3	4.4'			V	27.7kly	! Small resolved globular cluster with NGC6445
NGC 6441	NGC 6441/Silver Nugget Cluster	GCl	Sco	17h 50m 12s	-37° 03' 00"	7.2	9.6'			III	37.8kly	
NGC 6444	NGC 6444	OCl	Sco	17h 49m 36s	-34° 49' 00"		12'			IV 1 p	1.83kly	50 stars
NGC 6445	NGC 6445/Box Nebula/Coffin Nebula	PN	Sgr	17h 49m 18s	-20° 01' 00"	13.0	34.8" x 30"			3b(3)	4.4kly	In same field as NGC 6440. small, bright and annular; near M23
NGC 6451	NGC 6451/Tom Thumb Cluster	OCl	Sco	17h 50m 42s	-30° 13' 00"	8.2	8'			II 1 p n	6.8kly	W-shaped cluster of 50 stars
NGC 6503	NGC 6503/Lost in Space Galaxy	Gal	Dra	17h 49m 30s	70° 09' 00"	10.2	7' x 2.5'			Sc	18mly	bright elongated spiral
NGC 6507	NGC 6507	OCl	Sgr	17h 59m 48s	-17° 27' 00"	9.6	8'			IV 2 p	4.01kly	35 stars
NGC 6517	NGC 6517	GCl	Oph	18h 01m 48s	-08° 58' 00"	10.5	24"					faint elus brt central area
NGC 6520	NGC 6520/Dead Man's Chest Cluster	OCl	Sgr	18h 03m 24s	-27° 53' 00"	7.6	5'			I 2 m n	5.15kly	!! 60*; small; dark nebula B86 in same field
NGC 6522	NGC 6522	GCl	Sgr	18h 03m 36s	-30° 02' 00"	9.9	9.4'			VI	20kly	
NGC 6528	NGC 6528	GCl	Sgr	18h 04m 48s	-30° 03' 00"	9.6	5'			V	25.8kly	
NGC 6530	NGC 6530	OCl	Sgr	18h 04m 30s	-24° 21' 00"	4.6	15'			II 2 m n	4.34kly	113 stars. OCL in Lagoon Nebula
NGC 6535	NGC 6535	GCl	Ser	18h 03m 51s	-00° 17' 49"	10.5	3.6'			b		
NGC 6539	NGC 6539	GCl	Ser	18h 04m 48s	-07° 35' 00"	8.9	7.9'			X	27kly	
NGC 654	NGC 654/Fuzzy Butterfly	OCl	Cas	01h 44m 00s	61° 53' 00"	6.5	6'			II 3 m	9.4kly	83 stars
NGC 6540	NGC 6540	GCl	Sgr	18h 06m 06s	-27° 46' 00"	14.6	1.5'			XI	17.3kly	
NGC 6541	NGC 6541	GCl	CrA	18h 08m 00s	-43° 42' 00"	6.6	6'					mag 13 stars
NGC 6543	NGC 6543/Catseye Nebula	PN	Dra	17h 58m 36s	66° 38' 00"	8.3	22.2" x 16.2"			3a(2)	3.27kly	Cat's Eye Nebula; with 11 mag central star
NGC 6544	NGC 6544/Starfish Cluster	GCl	Sgr	18h 07m 18s	-25° 00' 00"	7.5	9.2'			IX	10.8kly	
NGC 6553	NGC 6553	GCl	Sgr	18h 09m 18s	-25° 54' 00"	8.3	9.2'			XI	19.6kly	
NGC 6558	NGC 6558	GCl	Sgr	18h 10m 18s	-31° 46' 00"	9.3	10.4'			?	24.1kly	
NGC 6563	NGC 6563/The Southern Ring Nebula	PN	Sgr	18h 12m 00s	-33° 52' 00"	13.0	54" x 40.8"			3a	9.5kly	annular? - faint
NGC 6568	NGC 6568	OCl	Sgr	18h 12m 48s	-21° 36' 00"	8.5						33 stars loose poor wide
NGC 6569	NGC 6569	GCl	Sgr	18h 13m 36s	-31° 50' 00"	10.4	1.4'					easy faint brt central area
NGC 6572	NGC 6572/Emerald Eye Planetary/Blue Racquetball	PN	Oph	18h 12m 06s	06° 51' 00"	8.0	15" x 12"			2a	9kly	Blue-green disk, m12 central star
NGC 6583	NGC 6583	OCl	Sgr	18h 15m 48s	-22° 08' 00"	11.5	1.5'					elus faint rich like a globular
NGC 659	NGC 659	OCl	Cas	01h 44m 24s	60° 40' 00"	7.9	6'			III 1 p	7.43kly	186 stars
NGC 6603	NGC 6603	OCl	Sgr	18h 18m 30s	-18° 24' 00"	11.1	4'			I 1 r n	9.4kly	100 stars. In M 24
NGC 6604	NGC 6604/Cr 373	OCl	Ser	18h 18m 03s	-12° 14' 31"	6.5	4'					
NGC 6624	NGC 6624	GCl	Sgr	18h 23m 42s	-30° 22' 00"	7.6	8.8'			VI	16.3kly	
NGC 6629	NGC 6629	PN	Sgr	18h 25m 42s	-23° 12' 00"	10.5	16.2" x 13.8"			2a	5.9kly	
NGC 663	NGC 663/Lawnmower Cluster	OCl	Cas	01h 46m 18s	61° 13' 00"	7.1	15'			III 2 m	2.6kly	!! Rich scatter of stars at 120x. look for NGCs 654 and 659 nearby
NGC 6633	NGC 6633	OCl	Oph	18h 27m 12s	06° 30' 00"	4.6	20'			III 2 m	1.23kly	159 stars. sparse wide field cluster; IC 4756 nearby
NGC 6638	NGC 6638	GCl	Sgr	18h 30m 54s	-25° 30' 00"	9.2	7.3'			VI	30.6kly	
NGC 6642	NGC 6642	GCl	Sgr	18h 31m 54s	-23° 29' 00"	8.9	5.8'			IV	25kly	
NGC 6643	NGC 6643	Gal	Dra	18h 19m 48s	74° 34' 00"	11.1	3.7' x 1.8'			Sc	72mly	
NGC 6645	NGC 6645	OCl	Sgr	18h 32m 36s	-16° 53' 00"	8.5	15'			III 1 m	4.06kly	40 stars
NGC 6649	NGC 6649	OCl	Sct	18h 33m 30s	-10° 24' 00"	8.9	6'			II 2 m	4.47kly	477 stars
NGC 6664	NGC 6664/Santa's Sleigh Cluster	OCl	Sct	18h 36m 30s	-08° 11' 00"	7.8	12'			III 2 m	3.8kly	60 stars
NGC 669	NGC 669	Gal	Tri	01h 47m 18s	35° 34' 00"	12.3	3.1' x 0.6'			Sab	250mly	
NGC 670	NGC 670	Gal	Tri	01h 47m 24s	27° 53' 00"	12.7	2.1' x 0.9'			SO	150mly	
NGC 6709	NGC 6709	OCl	Aql	18h 51m 30s	10° 20' 00"	6.7	15'			III 2 m	3.505kly	111 stars
NGC 6712	NGC 6712	GCl	Sct	18h 53m 06s	-08° 42' 00"	8.1	9.8'			IX	22.5kly	! small globular; look for IC 1295 in field
NGC 6717	NGC 6717/Palomar 9	GCl	Sgr	18h 55m 06s	-22° 42' 00"	8.4	5.4'			VIII	23.1kly	
NGC 672	NGC 672	Gal	Tri	01h 47m 54s	27° 26' 00"	10.9	7.5' x 2.6'			SBc	7mly	
NGC 6723	NGC 6723/Chandelier Cluster	GCl	Sgr	18h 59m 36s	-36° 38' 00"	6.8	13'			VII	28.4kly	
NGC 6726	NGC 6726	RN	CrA	19h 01m 42s	-36° 53' 00"		2'			E	425ly	
NGC 6749	NGC 6749	GCl	Aql	19h 05m 15s	01° 54' 03"	12.4	6.3'			o		
NGC 6755	NGC 6755	OCl	Aql	19h 07m 48s	04° 16' 00"	7.5	15'			IV 2 m	4.635kly	157 stars
NGC 6756	NGC 6756	OCl	Aql	19h 08m 42s	04° 42' 00"	10.6	4'			I 2 m	4.915kly	40 stars
NGC 6760	NGC 6760	GCl	Aql	19h 11m 12s	01° 01' 50"	9.1	6.6'			b		
NGC 6772	NGC 6772	PN	Aql	19h 14m 36s	-02° 42' 00"	12.7	1.4'					faint
NGC 6781	NGC 6781/Ghost Of The Moon/The Snowglobe/Horseshoe/Eagle's Nest	PN	Aql	19h 18m 30s	06° 32' 00"	11.8	1.9' x 1.82'			3b(3)	2.5kly	! pale version of the Owl Nebula, M97
NGC 6791	NGC 6791	OCl	Lyr	19h 20m 54s	37° 46' 00"	9.5	10'			II 3 r	13.4kly	380 stars
NGC 6802	NGC 6802	OCl	Vul	19h 30m 36s	20° 16' 00"	8.8	5'			III 1 m	3.6kly	Numerous dim stars, moth shaped. At east end of Brocchi's cluster Cr 399
NGC 6804	NGC 6804/Snowball Nebula	PN	Aql	19h 31m 36s	09° 14' 00"	12.4	63" x 49.8"			4(2)	4.2kly	embedded stars, mag 11 N6803 (5" diameter) 50' north
NGC 6811	NGC 6811/The Smoke Ring Cluster	OCl	Cyg	19h 37m 12s	46° 23' 00"	6.8	15'			IV 3 p	3.96kly	249 stars
NGC 6818	NGC 6818/Little Gem Nebula	PN	Sgr	19h 44m 00s	-14° 09' 00"	10.0	22.2" x 15"			4	7.7kly	!! Little Gem; annular; NGC 6822 0.75° S
NGC 6819	NGC 6819/Foxhead Nebula	OCl	Cyg	19h 41m 18s	40° 11' 00"	7.3	5'			I 1 r	7.695kly	929 stars. faint but rich cluster in Milky Way
NGC 6820	NGC 6820	EN+OCl	Vul	19h 43m 06s	23° 17' 00"	15.0	40' x 30'			E	6kly	LBN 135 w/6823 cluster
NGC 6822	NGC 6822/IC 4895/Barnard's Galaxy	Gal	Sgr	19h 44m 54s	-14° 48' 00"	8.8	15.4' x 14.2'			Ir+	1.6mly	
NGC 6823	NGC 6823	OCl	Vul	19h 43m 12s	23° 18' 00"	7.1	7'			I 3 p n	6kly	79 stars
NGC 6826	NGC 6826/Blinking Planetary	PN	Cyg	19h 44m 48s	50° 32' 00"	8.8	27" x 24"			3a(2)	3.25kly	!! Blinking Planetary; 10.6-mag central star
NGC 6830	NGC 6830/Poodle Cluster	OCl	Vul	19h 51m 00s	23° 06' 00"	7.9	6'			II 2 p	6kly	82 stars
NGC 6834	NGC 6834	OCl	Cyg	19h 52m 12s	29° 24' 00"	7.8	6'			II 2 m	6.74kly	128 stars
NGC 684	NGC 684/IC 165	Gal	Tri	01h 50m 12s	27° 39' 00"	12.4	3.4' x 0.7'			Sb	147mly	
NGC 6842	NGC 6842	PN	Vul	19h 55m 00s	29° 17' 00"	13.0	1'					annular?
NGC 6866	NGC 6866/Kite Cluster	OCl	Cyg	20h 03m 54s	44° 09' 00"	7.6	20' x 10'			II 2 r	4.73kly	100 stars
NGC 6871	NGC 6871/Cr 413	OCl	Cyg	20h 05m 59s	35° 46' 37"	5.2	30'					
NGC 6882	NGC 6882	OCl	Vul	20h 11m 42s	26° 33' 00"	5.5						20 stars small in a rich field, part of 6885
NGC 6885	NGC 6885/20 Vulpeculae Cluster	OCl	Vul	20h 12m 00s	26° 29' 00"	8.1	20'			III 2 p	1.95kly	34 stars
NGC 6888	NGC 6888/The Crescent Nebula/The Ear Nebula	EN	Cyg	20h 12m 48s	38° 19' 00"	10.0	20' x 10'			E	5kly	! Crescent Nebula; faint; use nebula filter
NGC 6891	NGC 6891	PN	Del	20h 15m 06s	12° 42' 00"	10.5	15.6" x 7.2"			2a(2b)	7.2kly	
NGC 6894	NGC 6894	PN	Cyg	20h 16m 24s	30° 34' 00"	11.5	55"					annular
NGC 6905	NGC 6905/Blue Flash Nebula	PN	Del	20h 22m 24s	20° 06' 00"	12.0	43.8" x 37.8"			3(3)	4.7kly	! The Blue Flash Nebula
NGC 6910	NGC 6910/The Inchworm Cluster	OCl	Cyg	20h 23m 12s	40° 47' 00"	7.4	10'			I 2 p n	3.72kly	66 stars
NGC 6934	NGC 6934	GCl	Del	20h 34m 12s	07° 24' 00"	8.9	7.1'			VIII	50kly	
NGC 6939	NGC 6939/Ghost Bush Cluster/Flying Geese Cluster	OCl	Cep	20h 31m 30s	60° 40' 00"	7.8	10'			I 1 m	3.87kly	! 301 stars. very rich; NGC 6946 in same field
NGC 6940	NGC 6940/Mothra Cluster	OCl	Vul	20h 34m 30s	28° 17' 00"	6.3	25'			III 2 m	2.7kly	170 stars. fairly rich cluster.  Look for red star FG Vul
NGC 6946	NGC 6946	Gal	Cep	20h 34m 54s	60° 09' 00"	8.8	11.2' x 9.8'			SBc	20mly	! faint, diffuse face-on spiral near 6939
NGC 6960,6979	NGC 6960,6979/West Veil Nebula/The Witch Broom/Bridal Veil	SNR	Cyg	20h 45m 42s	30° 43' 00"	7.0	70' x 6'			R	1.47kly	!! Veil Nebula: west half; use filter !
NGC 6992,6995	NGC 6992,6995/East Veil Nebula	SNR	Cyg	20h 56m 24s	31° 43' 00"	7.0	78' x 8'			R	1.47kly	!! Veil Nebula: east half; use filter !
NGC 7000	NGC 7000	EN	Cyg	20h 58m 48s	44° 20' 00"	4.0	120' x 100'					North American Nebula, best with UHC - wide field, Pelican visible also
NGC 7006	NGC 7006	GCl	Del	21h 01m 30s	16° 11' 00"	10.6	3.6'			I	160kly	
NGC 7008	NGC 7008/Coat Button Nebula/Fetus Nebula	PN	Cyg	21h 00m 30s	54° 33' 00"	12.0	1.43' x 1.15'			3	2.8kly	! Oval nebula with embedded stars, detail - the Fetus
NGC 7009	NGC 7009/Saturn Nebula	PN	Aqr	21h 04m 12s	-11° 22' 00"	8.3	28.2" x 22.8"			4(6)	4kly	!! Saturn Nebula; small bright oval, central star
NGC 7015	NGC 7015	Gal	Equ	21h 05m 36s	11° 25' 00"	12.5	1.8' x 1.6'			Sbc	202mly	
NGC 7023	NGC 7023	EN+OCl	Cep	21h 02m 00s	68° 09' 00"	6.8	18'					Nebula (mag10?) surrounds 7th magnitude star
NGC 7026	NGC 7026/Cheeseburger Nebula	PN	Cyg	21h 06m 18s	47° 51' 00"	12.0	25.2" x 9"			3a	7.11kly	! miniature M27, mag15 central star
NGC 7027	NGC 7027/Pink Pillow Nebula/Magic Carpet Nebula/Green Rectangle	PN	Cyg	21h 07m 00s	42° 14' 00"	9.6	18" x 10.8"			3a	3kly	unusual protoplanetary nebula
NGC 7044	NGC 7044	OCl	Cyg	21h 13m 06s	42° 29' 00"	12.0	7'			II 2 R	10.3kly	60 stars
NGC 7048	NGC 7048	PN	Cyg	21h 14m 12s	46° 16' 00"	12.0	1'					annular, owl eyes
NGC 7062	NGC 7062	OCl	Cyg	21h 23m 12s	46° 23' 00"	8.3	5'					30 stars inter. rich
NGC 7063	NGC 7063	OCl	Cyg	21h 24m 30s	36° 30' 00"	7.0	9'			III 2 p	2.25kly	66 stars
NGC 7086	NGC 7086	OCl	Cyg	21h 30m 30s	51° 36' 00"	8.4	12'			II 2 m	4.24kly	80 stars
NGC 7128	NGC 7128	OCl	Cyg	21h 44m 00s	53° 29' 00"	9.7	2'					20 stars loose poor
NGC 7129	NGC 7129	RN	Cep	21h 44m 24s	66° 10' 00"	11.5	8' x 7'					faint reflection neb. around sparse cluster
NGC 7142	NGC 7142	OCl	Cep	21h 45m 54s	65° 48' 00"	9.3	11'					35 stars rectangular
NGC 7160	NGC 7160/The Bruce Lee Cluster	OCl	Cep	21h 53m 42s	62° 36' 00"	6.1	5'			II 3 p	2.58kly	61 stars
NGC 7172	NGC 7172	Gal	PsA	22h 02m 00s	-31° 52' 00"	11.9	96" x 36"					Sa, edge-on, distorted w/dark lane - w/compact trio of elliptical galaxies 7173-4-6, 7' south (Hickson 90)
NGC 7174	NGC 7174	Gal	PsA	22h 02m 06s	-32° 00' 00"	13.3	2.6' x 1.5'			Sab	116mly	
NGC 7176	NGC 7176	Gal	PsA	22h 02m 06s	-31° 59' 00"	11.3	2.1' x 1.7'			Elliptical	122mly	
NGC 720	NGC 720	Gal	Cet	01h 53m 00s	-13° 44' 00"	10.5	4.4'					el small round  brt nucleus
NGC 7209	NGC 7209/The Star Lizard Cluster/Drunken Lizard Cluster	OCl	Lac	22h 05m 06s	46° 29' 00"	7.7	15'			III 1 p	3.81kly	98 stars
NGC 7217	NGC 7217	Gal	Peg	22h 07m 54s	31° 22' 00"	10.2	2.6' x 2.3'					sp round
NGC 7243	NGC 7243	OCl	Lac	22h 15m 06s	49° 54' 00"	6.4	30'			IV 2 p	2.64kly	40 stars
NGC 7245	NGC 7245	OCl	Lac	22h 15m 18s	54° 20' 00"	9.2	5'			II 1 p	6.87kly	169 stars
NGC 7293	NGC 7293/The Helix Nebula/The Sunflower Nebula	PN	Aqr	22h 29m 36s	-20° 50' 00"	6.3	16' x 12'			4(3)	700ly	!! Helix Nebula; large, diffuse; use filter
NGC 7296	NGC 7296	OCl	Lac	22h 28m 12s	52° 17' 00"	9.4	4'					15 stars compact elusive
NGC 7314	NGC 7314	Gal	PsA	22h 35m 48s	-26° 03' 00"	11.0	4.6' x 2'			SBbc	61mly	
NGC 7320	NGC 7320	Gal	Peg	22h 36m 06s	33° 57' 00"	12.7	2' x 1'					brightest member of Stephan's Quintet, also N7318A/B (Hickson 92)
NGC 7331	NGC 7331	Gal	Peg	22h 37m 06s	34° 25' 00"	9.5	10.2' x 4.2'			SBc	46mly	!! large, bright edge on spiral galaxy. Deer Lick Group with the companions
NGC 7354	NGC 7354	PN	Cep	22h 40m 24s	61° 17' 00"	12.2	30"					! smaller version of M57
NGC 7380	NGC 7380	OCl	Cep	22h 47m 24s	58° 08' 00"	7.2	20'			III 3 p n	7.2kly	125 stars
NGC 7410	NGC 7410	Gal	Gru	22h 55m 00s	-39° 40' 00"	10.4	4' x 1'					SB, nearly edge-on, no structure
NGC 7423	NGC 7423	OCl	Cep	22h 55m 06s	57° 06' 00"	15.0	5'			II 2 m	13.5kly	40 stars
NGC 743	NGC 743	OCl	Cas	01h 58m 30s	60° 10' 00"	9.5	7'			II 1 p		12 stars
NGC 7448	NGC 7448	Gal	Peg	23h 00m 06s	15° 59' 00"	11.2	2' x 1'					sp elongated averted vision
NGC 7479	NGC 7479/Superman Galaxy	Gal	Peg	23h 04m 54s	12° 19' 00"	10.9	4' x 3.1'			SBbc	111mly	Dim, big, SBb galaxy, bar visible, backwards S
NGC 7492	NGC 7492	GCl	Aqr	23h 08m 27s	-15° 36' 41"	11.4	6.2'			r		
NGC 751	NGC 751	Gal	Tri	01h 57m 36s	33° 12' 00"	14.0	1.8'			EO	218mly	
NGC 7510	NGC 7510/The Doormouse Cluster/The Arrowhead Cluster	OCl	Cep	23h 11m 06s	60° 34' 00"	7.9	7'			II 2 m n	6.77kly	75 stars
NGC 752	NGC 752	OCl	And	01h 57m 48s	37° 41' 00"	5.7	50'					
NGC 7538	NGC 7538	EN	Cep	23h 13m 30s	61° 31' 00"		9' x 6'					similar to M27, faint
NGC 7541	NGC 7541	Gal	Psc	23h 14m 42s	04° 32' 00"	11.7	3.5' x 1.2'			SBc	110mly	
NGC 7582	NGC 7582	Gal	Gru	23h 18m 24s	-42° 22' 00"	10.6	3' x 2'					SBb, Grus Quartet w/m10.7 NGC7552 (SBa), m11.6 NGC7590 (Sb), and m11.4 NGC7599 (SBc - pec)
NGC 7606	NGC 7606	Gal	Aqr	23h 19m 06s	-08° 29' 00"	10.8	4.2' x 2.3'			Sbc	103mly	
NGC 7635	NGC 7635	EN	Cas	23h 20m 42s	61° 12' 00"	10.0	15' x 8'					Bubble Neb.; very faint; 1/2° SW of M52
NGC 7640	NGC 7640	Gal	And	23h 22m 06s	40° 51' 00"	10.8	11' x 2.5'					S(B)b - definition
NGC 7662	NGC 7662/Blue Snowball	PN	And	23h 25m 54s	42° 32' 00"	8.6	16.8" x 13.8"			4(3)	2kly	!! Blue Snowball; annular at high power
NGC 7686	NGC 7686/Cr 456	OCl	And	23h 29m 41s	49° 10' 12"	5.6	14'					
NGC 772	NGC 772/Fiddlehead Galaxy	Gal	Ari	01h 59m 18s	19° 00' 00"	10.3	7.5' x 4.3'			Sb	105mly	face-on diffuse spiral galaxy, elongated with bright nucleus
NGC 7723	NGC 7723	Gal	Aqr	23h 38m 54s	-12° 58' 00"	11.1	2.2' x 1.6'					Bsp faint small elusive
NGC 7727	NGC 7727	Gal	Aqr	23h 39m 54s	-12° 18' 00"	10.7	2.7'					sp elusive slightly elongated
NGC 7762	NGC 7762	OCl	Cep	23h 49m 54s	68° 01' 00"	10.0	15'			II 2 p	2.425kly	40 stars
NGC 7789	NGC 7789/Ghost Cluster/Star Mist Cluster/Caroline's Cluster	OCl	Cas	23h 57m 30s	56° 43' 00"	6.7	25'			II 1 r	7.6kly	!! 583*; faint but very rich cluster
NGC 779	NGC 779	Gal	Cet	01h 59m 42s	-05° 58' 00"	11.3	3.7' x 0.9'					Bsp edge on extremely elongated
NGC 7790	NGC 7790/The Widow's Web Cluster	OCl	Cas	23h 58m 24s	61° 13' 00"	8.5	5'			III 2 p	9.6kly	134 stars
NGC 7793	NGC 7793/Bond's Galaxy	Gal	Scl	23h 57m 48s	-32° 36' 00"	9.1	9.6' x 6.4'			Scd	13mly	Sd, loose spiral pattern
NGC 7814	NGC 7814/The Little Sombrero/Electric Arc Galaxy	Gal	Peg	00h 03m 12s	16° 09' 00"	11.0	5.5' x 2.3'			SA(s)ab:sp	40mly	! Sb - mini M104
NGC 784	NGC 784	Gal	Tri	02h 01m 18s	28° 50' 00"	11.7	6.6' x 1.6'			SBd	15mly	
NGC 864	NGC 864	Gal	Cet	02h 15m 30s	06° 00' 00"	10.9	4.7' x 3.2'			SBc	58mly	
NGC 869	NGC 869/Double Cluster	OCl	Per	02h 19m 06s	57° 08' 00"	5.3	18'			I 3 r	6.78kly	!! Double Cluster; 315*; use low power
NGC 877	NGC 877	Gal	Ari	02h 18m 00s	14° 33' 00"	11.9	2.4' x 1.9'			SBbc	162mly	
NGC 884	NGC 884/Double Cluster	OCl	Per	02h 22m 06s	57° 08' 00"	6.1	18'			I 3 r	7.65kly	!! Double Cluster; 315*; use low power
NGC 891	NGC 891/The Silver Sliver Galaxy	Gal	And	02h 22m 36s	42° 21' 00"	9.9	13.1' x 2.8'			Sb	32mly	!! faint, classic edge-on with dust lane
NGC 896	NGC 896	EN+DN	Cas	02h 24m 48s	61° 54' 00"	8.0	20'					Use UHC, dark nebulae involved
NGC 908	NGC 908	Gal	Cet	02h 23m 06s	-21° 14' 00"	10.2	6.1' x 2.7'			SBc	60mly	
NGC 925	NGC 925	Gal	Tri	02h 27m 18s	33° 35' 00"	10.1	10.9' x 6.2'			SBcd	30mly	
NGC 936	NGC 936	Gal	Cet	02h 27m 36s	-01° 09' 00"	10.1	5.2' x 4.4'					near M77; NGC 941 in the same field
NGC 949	NGC 949	Gal	Tri	02h 30m 48s	37° 08' 00"	11.8	2.7' x 1.7'			Sb	17mly	
NGC 955	NGC 955	Gal	Cet	02h 30m 36s	-01° 07' 00"	12.0	2.9' x 0.9'			Sab	56mly	
NGC 972	NGC 972	Gal	Ari	02h 34m 12s	29° 19' 00"	11.4	3.3' x 1.6'			Sab	59mly	
Northern Cross	Northern Cross	Ast	Cyg	20h 20m 00s	40° 00' 00"	3.0 - 4.0	7° x 12°					Formed by the stars Alpha, Beta, Gamma, Delta, and Epsilon Cygni.
Northern Fly	Northern Fly	Ast	Ari	02h 48m 00s	28° 00' 00"	4.0	2°					Stars 35,39 and 41 Aretis.
NQ Gem	NQ Gem/HIP 36623	Carbon	Gem	07h 31m 54s	24° 30' 12"	7.4 - 8.0				C6(R9)		
NSV 11960	NSV 11960/HIP 95289	Carbon	Aql	19h 23m 10s	-10° 42' 11"	7.0 - 7.1				C2 (R0)		
NSV 13571	NSV 13571/HIP 104486	Carbon	Vul	21h 09m 59s	26° 36' 54"	8.1 - 8.2				C1 (Kp)		
NSV 15196	NSV 15196/HIP 4252	Carbon	And	00h 54m 13s	24° 04' 01"	8.3 - 8.7				C1 (Rp)		
